Construction Type,New Construction,Elevator,Floors In The Building,Floor Area,Number Of Rooms,Number Of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Children Are Welcome,Pets Allowed,Utility Payments,Duration,Date (Year),Date (Month),Date (Day),Amenities (Status),Appliances (Status),Parking (Status),Price (Usd/Month),Address (Street Types),Address (City/Town)
Stone,No,Yes,7.0,80.0,3.0,2.0,2.0,5.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1200.0,Sundukyan Street,Yerevan
Monolith,Yes,Yes,18.0,100.0,3.0,1.0,3.0,12.0,Closed Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1248.0,Komitas Avenue,Yerevan
Panels,No,Yes,10.0,60.0,2.0,1.0,2.0,9.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1050.0,Mesrop Mashtots Avenue,Yerevan
Monolith,Yes,Yes,17.0,60.0,2.0,1.0,3.0,14.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1000.0,Marshal Baghramyan Avenue,Yerevan
Stone,No,No,5.0,73.0,3.0,1.0,2.0,2.0,Not Available,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1200.0,Mamikonyants Street,Yerevan
Panels,No,Yes,9.0,46.0,2.0,1.0,2.0,6.0,Not Available,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Derenik Demirchyan Street,Yerevan
Monolith,Yes,Yes,15.0,78.0,3.0,1.0,3.0,14.0,Not Available,Available,Major Renovation,11.0,12.0,11.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Mamikonyants Street,Yerevan
Stone,No,No,5.0,37.0,2.0,1.0,2.0,1.0,Not Available,Available,Euro Renovation,11.0,12.0,11.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1170.0,Komitas Avenue,Yerevan
Panels,No,Yes,9.0,58.0,2.0,1.0,2.0,5.0,Not Available,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,875.0,Mesrop Mashtots Avenue,Yerevan
Monolith,Yes,Yes,12.0,71.0,2.0,1.0,3.0,7.0,Open Balcony,Available,Designer Renovation,11.0,12.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,800.0,Komitas Avenue,Yerevan
Stone,No,No,5.0,38.0,1.0,1.0,2.0,3.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Abovyan Street,Yerevan
Stone,No,No,1.0,100.0,1.0,1.0,3.0,1.0,Open Balcony,Available,Euro Renovation,10.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,390.0,Sari Tagh Street,Yerevan
Stone,No,No,5.0,80.0,3.0,2.0,2.0,2.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,832.0,Dro Street,Yerevan
Monolith,Yes,Yes,18.0,46.0,2.0,1.0,3.0,11.0,Not Available,Available,Major Renovation,11.0,12.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,728.0,Komitas Avenue,Yerevan
Panels,No,Yes,10.0,64.0,2.0,1.0,3.0,8.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Qanaqer Street,Yerevan
Stone,No,No,4.0,40.0,2.0,1.0,3.0,4.0,Not Available,Available,Designer Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1430.0,Amiryan Street,Yerevan
Monolith,Yes,Yes,12.0,45.0,2.0,1.0,2.0,7.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,806.0,Northern Avenue,Yerevan
Monolith,Yes,No,4.0,75.0,3.0,2.0,3.0,1.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1200.0,Bagrevand Street,Yerevan
Monolith,Yes,Yes,8.0,126.0,3.0,2.0,3.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1560.0,Hrachya Qochar Street,Yerevan
Stone,No,No,5.0,110.0,4.0,1.0,3.0,4.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,900.0,Babayan Street,Yerevan
Panels,No,No,7.0,50.0,2.0,1.0,2.0,4.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,884.0,Kanakerzeytun,Yerevan
Monolith,Yes,Yes,15.0,45.0,2.0,1.0,3.0,10.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,819.0,Argishti Street,Yerevan
Stone,No,No,4.0,200.0,6.0,2.0,3.0,3.0,Multiple Balconies,Available,Designer Renovation,12.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,3800.0,Yeznik Koghbatsi Street,Yerevan
Panels,No,Yes,9.0,80.0,3.0,1.0,2.0,1.0,Closed Balcony,Available,Major Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Malatia Street,Yerevan
Stone,No,No,5.0,150.0,5.0,2.0,2.0,1.0,Closed Balcony,Partial Furniture,Cosmetic Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,988.0,Artem Mikoyan Street,Yerevan
Panels,No,Yes,9.0,80.0,3.0,1.0,2.0,8.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,754.0,Zoravar Andranik Street,Yerevan
Monolith,No,Yes,10.0,78.0,3.0,1.0,3.0,6.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,832.0,Arabkir Street,Yerevan
Stone,No,No,5.0,42.0,1.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,845.0,Khachatur Abovyan Street,Yerevan
Panels,No,Yes,14.0,63.0,2.0,1.0,2.0,3.0,Closed Balcony,Available,Partial Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Quchak Street,Yerevan
Monolith,Yes,Yes,10.0,240.0,4.0,3.0,2.0,6.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,6000.0,Teryan Street,Yerevan
Panels,No,Yes,9.0,80.0,3.0,1.0,2.0,2.0,Multiple Balconies,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Bashinjaghyan Street,Yerevan
Monolith,Yes,Yes,14.0,60.0,2.0,1.0,3.0,5.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1430.0,Hovsep Arghutian Street,Yerevan
Monolith,Yes,Yes,17.0,67.0,2.0,1.0,3.0,5.0,Open Balcony,Available,Major Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Komitas Avenue,Yerevan
Monolith,No,Yes,9.0,56.0,2.0,1.0,2.0,2.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Vahram Papazyan Street,Yerevan
Panels,No,Yes,10.0,70.0,3.0,1.0,2.0,7.0,Open Balcony,Available,Designer Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,728.0,Arno Babajanyan Street,Yerevan
Stone,No,No,4.0,55.0,2.0,1.0,3.0,4.0,Closed Balcony,Partial Furniture,Old Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,429.0,Shirak Street,Yerevan
Stone,No,No,5.0,45.0,1.0,1.0,2.0,1.0,Closed Balcony,By Agreement,No Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Komitas Avenue,Yerevan
Panels,No,Yes,9.0,76.0,3.0,1.0,2.0,6.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Verin Shengavit Street,Yerevan
Panels,No,Yes,14.0,90.0,3.0,1.0,2.0,13.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Bagratunyats Avenue,Yerevan
Panels,No,Yes,14.0,68.0,3.0,1.0,2.0,2.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Verin Shengavit Street,Yerevan
Monolith,Yes,Yes,12.0,78.0,2.0,1.0,3.0,9.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1000.0,Yeghbayrutyan Street,Yerevan
Panels,No,Yes,15.0,70.0,3.0,2.0,3.0,5.0,Closed Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,890.0,Amiryan Street,Yerevan
Monolith,Yes,Yes,9.0,120.0,3.0,2.0,3.0,7.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,2300.0,Northern Avenue,Yerevan
Monolith,Yes,Yes,11.0,60.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,715.0,Buzand,Yerevan
Monolith,Yes,Yes,11.0,70.0,2.0,1.0,3.0,11.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,890.0,Northern Avenue,Yerevan
Stone,No,Yes,9.0,80.0,3.0,2.0,3.0,6.0,Closed Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1650.0,Sayat Nova Avenue,Yerevan
Monolith,Yes,Yes,14.0,50.0,2.0,1.0,3.0,8.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,986.0,Buzand,Yerevan
Monolith,Yes,Yes,15.0,135.0,3.0,2.0,3.0,2.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,2100.0,Aram Street,Yerevan
Stone,No,No,4.0,41.0,2.0,1.0,3.0,2.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1220.0,Hanrapetutyan Street,Yerevan
Monolith,Yes,Yes,11.0,125.0,3.0,2.0,3.0,10.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Saryan Street,Yerevan
Monolith,Yes,Yes,18.0,95.0,3.0,2.0,3.0,4.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2200.0,Sayat Nova Avenue,Yerevan
Stone,No,No,5.0,92.0,3.0,2.0,3.0,2.0,Open Balcony,Available,Designer Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2300.0,Sayat Nova Avenue,Yerevan
Monolith,Yes,Yes,15.0,45.0,2.0,1.0,3.0,5.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1400.0,Buzand,Yerevan
Monolith,Yes,Yes,16.0,120.0,4.0,2.0,3.0,11.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2400.0,Sasna Tsrer Street,Yerevan
Panels,Yes,No,9.0,80.0,4.0,1.0,2.0,9.0,Closed Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Karakhanyan Street,Yerevan
Monolith,No,Yes,12.0,77.0,2.0,1.0,2.0,7.0,Not Available,Available,Old Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Kentronakan Street,Yerevan
Cassette,No,No,5.0,55.0,2.0,1.0,2.0,1.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,572.0,Moldovakan Street,Yerevan
Stone,No,No,5.0,70.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Cosmetic Renovation,10.0,10.0,11.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,728.0,Mamikonyants Street,Yerevan
Monolith,Yes,Yes,16.0,50.0,2.0,1.0,3.0,3.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1400.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,16.0,70.0,2.0,1.0,3.0,7.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Khorenatsi Street,Yerevan
Stone,No,No,4.0,65.0,3.0,1.0,2.0,4.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1700.0,Pushkin Street,Yerevan
Monolith,Yes,Yes,14.0,60.0,2.0,1.0,2.0,10.0,Not Available,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Khorenatsi Street,Yerevan
Stone,No,No,5.0,42.0,2.0,1.0,2.0,5.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1400.0,Arshakunyats Avenue,Yerevan
Monolith,Yes,Yes,5.0,45.0,2.0,1.0,2.0,3.0,Not Available,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Arabkir Street,Yerevan
Stone,No,Yes,5.0,55.0,2.0,1.0,2.0,3.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Aghbyur Serob Street,Yerevan
Stone,No,No,6.0,157.0,4.0,1.0,2.0,6.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1600.0,Kentronakan Street,Yerevan
Panels,No,Yes,9.0,90.0,4.0,1.0,2.0,7.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Yeznik Koghbatsi Street,Yerevan
Monolith,Yes,Yes,11.0,65.0,2.0,1.0,2.0,9.0,Not Available,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1200.0,Kentronakan Street,Yerevan
Stone,No,No,5.0,120.0,4.0,1.0,2.0,5.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1600.0,Kentronakan Street,Yerevan
Stone,No,No,4.0,72.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Kievyan Street,Yerevan
Monolith,Yes,Yes,20.0,135.0,3.0,1.0,3.0,15.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1800.0,Vardanants Street,Yerevan
Panels,No,Yes,14.0,50.0,2.0,1.0,2.0,4.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1400.0,Tumanyan Street,Yerevan
Monolith,Yes,Yes,16.0,58.0,2.0,1.0,3.0,13.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1400.0,Nairi Zaryan Street,Yerevan
Monolith,Yes,Yes,15.0,50.0,2.0,1.0,3.0,6.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1700.0,Buzand,Yerevan
Stone,No,Yes,6.0,54.0,2.0,1.0,2.0,5.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Abovyan Street,Yerevan
Monolith,Yes,No,5.0,77.0,2.0,1.0,3.0,5.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1800.0,Arabkir Street,Yerevan
Monolith,Yes,Yes,11.0,75.0,2.0,1.0,3.0,11.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Buzand,Yerevan
Monolith,Yes,Yes,15.0,62.0,2.0,1.0,3.0,11.0,Not Available,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1600.0,Aram Street,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,5.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1400.0,Aram Khachatryan Street,Yerevan
Monolith,Yes,Yes,20.0,160.0,3.0,2.0,3.0,2.0,Open Balcony,Available,Euro Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Aram Street,Yerevan
Stone,No,No,5.0,50.0,1.0,1.0,2.0,1.0,Closed Balcony,Available,No Renovation,10.0,10.0,12.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1350.0,Viktor Hambardzumyan Street,Yerevan
Panels,No,Yes,11.0,95.0,3.0,2.0,2.0,6.0,Open Balcony,Available,Major Renovation,11.0,11.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1850.0,Yeznik Koghbatsi Street,Yerevan
Stone,No,No,5.0,78.0,4.0,1.0,2.0,2.0,Open Balcony,Available,Major Renovation,11.0,12.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Magaryan Street,Yerevan
Panels,No,Yes,15.0,83.0,3.0,2.0,3.0,3.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1750.0,Sayat Nova Avenue,Yerevan
Stone,No,Yes,4.0,42.0,1.0,1.0,3.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Tumanyan Street,Yerevan
Panels,No,Yes,9.0,67.0,2.0,1.0,2.0,5.0,Closed Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Hrachya Acharyan Street,Yerevan
Stone,Yes,Yes,10.0,94.0,3.0,2.0,3.0,7.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2200.0,Sero Khanzadyan Street,Yerevan
Stone,No,No,5.0,40.0,2.0,1.0,2.0,2.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Komitas Avenue,Yerevan
Panels,No,No,5.0,51.0,2.0,1.0,2.0,3.0,Closed Balcony,Available,Euro Renovation,12.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Gyulikekhvyan Street,Yerevan
Stone,No,No,5.0,40.0,1.0,1.0,3.0,2.0,Open Balcony,Available,Euro Renovation,11.0,11.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Hakob Hakobyan Street,Yerevan
Stone,No,No,4.0,65.0,2.0,1.0,3.0,4.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1800.0,Kajaznuni Street,Yerevan
Monolith,Yes,Yes,14.0,38.0,1.0,1.0,3.0,4.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Sayat Nova Avenue,Yerevan
Stone,No,No,4.0,60.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1170.0,Tigran Mets Avenue,Yerevan
Panels,No,Yes,10.0,43.0,2.0,1.0,3.0,10.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Vardanants Street,Yerevan
Stone,No,No,5.0,63.0,2.0,1.0,2.0,3.0,Not Available,Available,Major Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1105.0,Zaqyan Street,Yerevan
Stone,No,No,5.0,68.0,3.0,1.0,2.0,4.0,Closed Balcony,Available,Designer Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Arabkir Street,Yerevan
Stone,No,No,9.0,115.0,3.0,2.0,3.0,1.0,Multiple Balconies,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Aram Street,Yerevan
Stone,No,No,4.0,188.0,4.0,3.0,3.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,3200.0,Kentronakan Street,Yerevan
Panels,No,Yes,14.0,62.0,2.0,1.0,2.0,13.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Halabyan Street,Yerevan
Panels,No,Yes,9.0,120.0,4.0,1.0,2.0,1.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1700.0,Chaykovski Street,Yerevan
Stone,No,No,5.0,58.0,2.0,1.0,2.0,1.0,Not Available,By Agreement,Partial Renovation,12.0,12.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,572.0,Avet Avetisyan Street,Yerevan
Stone,No,No,4.0,38.0,1.0,1.0,2.0,4.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Tigran Mets Avenue,Yerevan
Monolith,Yes,Yes,8.0,60.0,3.0,1.0,3.0,3.0,Not Available,Available,Euro Renovation,12.0,12.0,11.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1560.0,Teryan Street,Yerevan
Monolith,Yes,Yes,8.0,45.0,2.0,1.0,3.0,3.0,Not Available,Available,Euro Renovation,12.0,11.0,11.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Vahan Teryan Street,Yerevan
Panels,No,Yes,9.0,56.0,1.0,1.0,2.0,4.0,Multiple Balconies,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,455.0,Gusan Sheram,Yerevan
Stone,No,Yes,5.0,40.0,1.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,754.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,15.0,73.0,3.0,2.0,2.0,5.0,Open Balcony,Available,Designer Renovation,11.0,11.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1070.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,16.0,60.0,2.0,1.0,2.0,5.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1007.5,Nalbandyan Street,Yerevan
Monolith,Yes,Yes,10.0,145.0,3.0,2.0,3.0,4.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2300.0,Northern Avenue,Yerevan
Stone,No,No,5.0,140.0,4.0,3.0,3.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1950.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,14.0,85.0,3.0,2.0,2.0,3.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,940.0,Sayat Nova Avenue,Yerevan
Stone,No,No,5.0,75.0,2.0,1.0,3.0,2.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1100.0,Hakob Hakobyan Street,Yerevan
Monolith,Yes,Yes,15.0,75.0,2.0,1.0,3.0,7.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,940.0,Amiryan Street,Yerevan
Monolith,Yes,Yes,18.0,110.0,3.0,1.0,3.0,5.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2500.0,Buzand,Yerevan
Monolith,Yes,Yes,10.0,55.0,2.0,1.0,3.0,4.0,Closed Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,487.5,Teryan Street,Yerevan
Monolith,Yes,Yes,10.0,60.0,2.0,1.0,2.0,4.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,487.5,Teryan Street,Yerevan
Monolith,Yes,Yes,16.0,40.0,1.0,1.0,3.0,14.0,Open Balcony,Available,Major Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,975.0,Buzand,Yerevan
